sku,name,description,price,currency,category,subcategory,brand,color,size,material,style_tags,season,gender,occasion,image_url,stock_status,rating,popularity_score
SKU-00103,Pull&Bear Red Belt,Spring Belt for unisex. Blend material with trendy style. Perfect for casual occasions.,91.22,USD,Accessories,Belt,Pull&Bear,Red,L,Blend,trendy,Spring,Unisex,Casual,https://placeholder.com/products/accessories-103.jpg,Out of Stock,4.9,60
SKU-00104,H&M Cream Scarf,Summer Scarf for unisex. Linen material with statement style. Perfect for sports occasions.,82.02,USD,Accessories,Scarf,H&M,Cream,XS,Linen,statement,Summer,Unisex,Sports,https://placeholder.com/products/accessories-104.jpg,In Stock,4.5,16
SKU-00105,H&M Green Loafers,All-Season Loafers for unisex. Cotton material with statement style. Perfect for travel occasions.,77.52,USD,Footwear,Loafers,H&M,Green,M,Cotton,statement,All-Season,Unisex,Travel,https://placeholder.com/products/footwear-105.jpg,Out of Stock,4,12
SKU-00106,Pull&Bear Blue Coat,Fall Coat for men. Linen material with classic style. Perfect for travel occasions.,189.6,USD,Outerwear,Coat,Pull&Bear,Blue,L,Linen,classic,Fall,Men,Travel,https://placeholder.com/products/outerwear-106.jpg,Low Stock,3.7,83
SKU-00107,Adidas Red Shirt,Spring Shirt for men. Cotton material with casual style. Perfect for formal occasions.,58.15,USD,Tops,Shirt,Adidas,Red,L,Cotton,casual,Spring,Men,Formal,https://placeholder.com/products/tops-107.jpg,Low Stock,3.6,51
SKU-00108,Adidas Cream Maxi Dress,Fall Maxi Dress for women. Wool material with romantic style. Perfect for travel occasions.,180.22,USD,Dresses,Maxi Dress,Adidas,Cream,XS,Wool,romantic,Fall,Women,Travel,https://placeholder.com/products/dresses-108.jpg,In Stock,3.3,38
SKU-00109,Gap Green Watch,Winter Watch for unisex. Synthetic material with classic style. Perfect for office occasions.,47.83,USD,Accessories,Watch,Gap,Green,XL,Synthetic,classic,Winter,Unisex,Office,https://placeholder.com/products/accessories-109.jpg,In Stock,4.8,94
SKU-00110,Pull&Bear Blue Scarf,Summer Scarf for women. Cotton material with minimalist style. Perfect for casual occasions.,56.25,USD,Accessories,Scarf,Pull&Bear,Blue,XXL,Cotton,minimalist,Summer,Women,Casual,https://placeholder.com/products/accessories-110.jpg,Out of Stock,4.3,15
SKU-00111,Uniqlo Beige Hat,Spring Hat for unisex. Leather material with functional style. Perfect for casual occasions.,84.84,USD,Accessories,Hat,Uniqlo,Beige,XXL,Leather,functional,Spring,Unisex,Casual,https://placeholder.com/products/accessories-111.jpg,Low Stock,4.9,34
SKU-00112,Zara Green Skirt,Summer Skirt for women. Silk material with slim-fit style. Perfect for party occasions.,37.69,USD,Bottoms,Skirt,Zara,Green,S,Silk,slim-fit,Summer,Women,Party,https://placeholder.com/products/bottoms-112.jpg,Out of Stock,4,99
SKU-00113,Pull&Bear Burgundy Evening Gown,Fall Evening Gown for women. Silk material with sophisticated style. Perfect for casual occasions.,64.78,USD,Dresses,Evening Gown,Pull&Bear,Burgundy,XS,Silk,sophisticated,Fall,Women,Casual,https://placeholder.com/products/dresses-113.jpg,In Stock,4.6,33
SKU-00114,Pull&Bear White Heels,Summer Heels for women. Leather material with statement style. Perfect for formal occasions.,62.73,USD,Footwear,Heels,Pull&Bear,White,XXL,Leather,statement,Summer,Women,Formal,https://placeholder.com/products/footwear-114.jpg,Out of Stock,4.7,82
SKU-00115,Forever 21 Brown Evening Gown,Spring Evening Gown for women. Blend material with sophisticated style. Perfect for formal occasions.,54.23,USD,Dresses,Evening Gown,Forever 21,Brown,XXL,Blend,sophisticated,Spring,Women,Formal,https://placeholder.com/products/dresses-115.jpg,In Stock,3,68
SKU-00116,Uniqlo Red Trousers,All-Season Trousers for men. Linen material with slim-fit style. Perfect for party occasions.,100.17,USD,Bottoms,Trousers,Uniqlo,Red,L,Linen,slim-fit,All-Season,Men,Party,https://placeholder.com/products/bottoms-116.jpg,Out of Stock,3.1,28
SKU-00117,Mango Red Skirt,Fall Skirt for unisex. Denim material with distressed style. Perfect for casual occasions.,64.3,USD,Bottoms,Skirt,Mango,Red,L,Denim,distressed,Fall,Unisex,Casual,https://placeholder.com/products/bottoms-117.jpg,Low Stock,4.1,3
SKU-00118,Zara White Mini Dress,Summer Mini Dress for unisex. Silk material with bohemian style. Perfect for sports occasions.,139.48,USD,Dresses,Mini Dress,Zara,White,XXL,Silk,bohemian,Summer,Unisex,Sports,https://placeholder.com/products/dresses-118.jpg,Out of Stock,4.6,61
SKU-00119,Nike Red Cocktail Dress,All-Season Cocktail Dress for men. Wool material with elegant style. Perfect for travel occasions.,52.13,USD,Dresses,Cocktail Dress,Nike,Red,XL,Wool,elegant,All-Season,Men,Travel,https://placeholder.com/products/dresses-119.jpg,In Stock,3.3,46
SKU-00120,Gap Brown Bag,Summer Bag for unisex. Cotton material with statement style. Perfect for sports occasions.,71.01,USD,Accessories,Bag,Gap,Brown,S,Cotton,statement,Summer,Unisex,Sports,https://placeholder.com/products/accessories-120.jpg,In Stock,5,96
SKU-00121,Gap White Parka,Fall Parka for men. Wool material with urban style. Perfect for formal occasions.,267.69,USD,Outerwear,Parka,Gap,White,XS,Wool,urban,Fall,Men,Formal,https://placeholder.com/products/outerwear-121.jpg,Low Stock,3.1,70
SKU-00122,Gap Pink Mini Dress,All-Season Mini Dress for men. Linen material with chic style. Perfect for sports occasions.,181.35,USD,Dresses,Mini Dress,Gap,Pink,XS,Linen,chic,All-Season,Men,Sports,https://placeholder.com/products/dresses-122.jpg,Low Stock,3.6,69
SKU-00123,Uniqlo Yellow Parka,Spring Parka for women. Denim material with oversized style. Perfect for wedding occasions.,156.32,USD,Outerwear,Parka,Uniqlo,Yellow,S,Denim,oversized,Spring,Women,Wedding,https://placeholder.com/products/outerwear-123.jpg,Out of Stock,3.5,53
SKU-00124,Forever 21 Burgundy Mini Dress,Winter Mini Dress for women. Polyester material with romantic style. Perfect for wedding occasions.,154.8,USD,Dresses,Mini Dress,Forever 21,Burgundy,S,Polyester,romantic,Winter,Women,Wedding,https://placeholder.com/products/dresses-124.jpg,In Stock,4.4,62
SKU-00125,Nike Olive Cocktail Dress,Winter Cocktail Dress for men. Blend material with bohemian style. Perfect for casual occasions.,60.56,USD,Dresses,Cocktail Dress,Nike,Olive,S,Blend,bohemian,Winter,Men,Casual,https://placeholder.com/products/dresses-125.jpg,In Stock,3.8,40
SKU-00126,Nike Black Watch,Winter Watch for women. Linen material with classic style. Perfect for travel occasions.,50.67,USD,Accessories,Watch,Nike,Black,S,Linen,classic,Winter,Women,Travel,https://placeholder.com/products/accessories-126.jpg,Out of Stock,3.9,1
SKU-00127,Gap Red Trousers,Fall Trousers for women. Wool material with slim-fit style. Perfect for travel occasions.,56.61,USD,Bottoms,Trousers,Gap,Red,S,Wool,slim-fit,Fall,Women,Travel,https://placeholder.com/products/bottoms-127.jpg,In Stock,4.5,55
SKU-00128,Uniqlo Cream Sunglasses,Winter Sunglasses for unisex. Leather material with functional style. Perfect for travel occasions.,87.71,USD,Accessories,Sunglasses,Uniqlo,Cream,XL,Leather,functional,Winter,Unisex,Travel,https://placeholder.com/products/accessories-128.jpg,Low Stock,4.3,47
SKU-00129,Pull&Bear White Sweater,Summer Sweater for unisex. Synthetic material with minimalist style. Perfect for formal occasions.,57.61,USD,Tops,Sweater,Pull&Bear,White,XS,Synthetic,minimalist,Summer,Unisex,Formal,https://placeholder.com/products/tops-129.jpg,Low Stock,4.3,62
SKU-00130,Adidas White Watch,All-Season Watch for men. Synthetic material with classic style. Perfect for travel occasions.,85.12,USD,Accessories,Watch,Adidas,White,XS,Synthetic,classic,All-Season,Men,Travel,https://placeholder.com/products/accessories-130.jpg,Out of Stock,3.3,20
SKU-00131,Nike Blue Heels,All-Season Heels for women. Silk material with elegant style. Perfect for wedding occasions.,96.2,USD,Footwear,Heels,Nike,Blue,XS,Silk,elegant,All-Season,Women,Wedding,https://placeholder.com/products/footwear-131.jpg,In Stock,3.7,36
SKU-00132,Pull&Bear Red Jacket,All-Season Jacket for unisex. Blend material with oversized style. Perfect for wedding occasions.,262.6,USD,Outerwear,Jacket,Pull&Bear,Red,XS,Blend,oversized,All-Season,Unisex,Wedding,https://placeholder.com/products/outerwear-132.jpg,Low Stock,3.6,5
SKU-00133,Levi's Red Sandals,Winter Sandals for men. Leather material with athletic style. Perfect for sports occasions.,118.75,USD,Footwear,Sandals,Levi's,Red,L,Leather,athletic,Winter,Men,Sports,https://placeholder.com/products/footwear-133.jpg,Out of Stock,4.6,68
SKU-00134,Levi's Gray Midi Dress,Spring Midi Dress for men. Synthetic material with chic style. Perfect for office occasions.,83.08,USD,Dresses,Midi Dress,Levi's,Gray,XS,Synthetic,chic,Spring,Men,Office,https://placeholder.com/products/dresses-134.jpg,Out of Stock,4.4,28
SKU-00135,Nike Brown Trousers,Fall Trousers for men. Denim material with distressed style. Perfect for formal occasions.,50.42,USD,Bottoms,Trousers,Nike,Brown,XXL,Denim,distressed,Fall,Men,Formal,https://placeholder.com/products/bottoms-135.jpg,In Stock,3.8,41
SKU-00136,Gap Gray Hoodie,Fall Hoodie for unisex. Synthetic material with casual style. Perfect for office occasions.,69.01,USD,Tops,Hoodie,Gap,Gray,L,Synthetic,casual,Fall,Unisex,Office,https://placeholder.com/products/tops-136.jpg,Out of Stock,4.6,28
SKU-00137,Pull&Bear Burgundy Jacket,Summer Jacket for men. Wool material with classic style. Perfect for wedding occasions.,241.36,USD,Outerwear,Jacket,Pull&Bear,Burgundy,XL,Wool,classic,Summer,Men,Wedding,https://placeholder.com/products/outerwear-137.jpg,Out of Stock,3.9,25
SKU-00138,Pull&Bear Green Cocktail Dress,Spring Cocktail Dress for women. Wool material with sophisticated style. Perfect for travel occasions.,178.41,USD,Dresses,Cocktail Dress,Pull&Bear,Green,M,Wool,sophisticated,Spring,Women,Travel,https://placeholder.com/products/dresses-138.jpg,Out of Stock,4.2,18
SKU-00139,Nike Pink Hat,Fall Hat for men. Cotton material with classic style. Perfect for formal occasions.,40.18,USD,Accessories,Hat,Nike,Pink,XS,Cotton,classic,Fall,Men,Formal,https://placeholder.com/products/accessories-139.jpg,In Stock,4.3,58
SKU-00140,Mango Olive Tank Top,Fall Tank Top for unisex. Linen material with streetwear style. Perfect for wedding occasions.,72.53,USD,Tops,Tank Top,Mango,Olive,XL,Linen,streetwear,Fall,Unisex,Wedding,https://placeholder.com/products/tops-140.jpg,In Stock,3.2,52
SKU-00141,Pull&Bear Black Jacket,Fall Jacket for women. Denim material with trendy style. Perfect for office occasions.,281.4,USD,Outerwear,Jacket,Pull&Bear,Black,XXL,Denim,trendy,Fall,Women,Office,https://placeholder.com/products/outerwear-141.jpg,Out of Stock,4.9,53
SKU-00142,Uniqlo Burgundy Boots,Summer Boots for unisex. Linen material with comfortable style. Perfect for office occasions.,50.39,USD,Footwear,Boots,Uniqlo,Burgundy,XS,Linen,comfortable,Summer,Unisex,Office,https://placeholder.com/products/footwear-142.jpg,Out of Stock,3.3,73
SKU-00143,Gap Black Sneakers,Winter Sneakers for unisex. Cotton material with statement style. Perfect for wedding occasions.,119.09,USD,Footwear,Sneakers,Gap,Black,XXL,Cotton,statement,Winter,Unisex,Wedding,https://placeholder.com/products/footwear-143.jpg,Low Stock,4.6,90
SKU-00144,H&M Pink Sneakers,Summer Sneakers for unisex. Blend material with statement style. Perfect for travel occasions.,112.8,USD,Footwear,Sneakers,H&M,Pink,S,Blend,statement,Summer,Unisex,Travel,https://placeholder.com/products/footwear-144.jpg,Out of Stock,3.1,51
SKU-00145,H&M White Cocktail Dress,All-Season Cocktail Dress for men. Polyester material with bohemian style. Perfect for wedding occasions.,84.95,USD,Dresses,Cocktail Dress,H&M,White,M,Polyester,bohemian,All-Season,Men,Wedding,https://placeholder.com/products/dresses-145.jpg,Low Stock,4,88
SKU-00146,Zara Beige Boots,Summer Boots for unisex. Silk material with comfortable style. Perfect for party occasions.,75.07,USD,Footwear,Boots,Zara,Beige,M,Silk,comfortable,Summer,Unisex,Party,https://placeholder.com/products/footwear-146.jpg,In Stock,3.8,80
SKU-00147,Uniqlo Beige T-Shirt,Spring T-Shirt for unisex. Wool material with casual style. Perfect for office occasions.,34.69,USD,Tops,T-Shirt,Uniqlo,Beige,XXL,Wool,casual,Spring,Unisex,Office,https://placeholder.com/products/tops-147.jpg,Low Stock,3.3,45
SKU-00148,Uniqlo Black Chinos,Fall Chinos for women. Blend material with slim-fit style. Perfect for casual occasions.,116.13,USD,Bottoms,Chinos,Uniqlo,Black,XXL,Blend,slim-fit,Fall,Women,Casual,https://placeholder.com/products/bottoms-148.jpg,Low Stock,4.6,32
SKU-00149,Nike Olive Scarf,All-Season Scarf for men. Blend material with statement style. Perfect for wedding occasions.,58.5,USD,Accessories,Scarf,Nike,Olive,M,Blend,statement,All-Season,Men,Wedding,https://placeholder.com/products/accessories-149.jpg,In Stock,3.8,45
SKU-00150,Uniqlo Navy Midi Dress,Summer Midi Dress for unisex. Denim material with bohemian style. Perfect for wedding occasions.,105.51,USD,Dresses,Midi Dress,Uniqlo,Navy,XS,Denim,bohemian,Summer,Unisex,Wedding,https://placeholder.com/products/dresses-150.jpg,Out of Stock,4.8,5
SKU-00151,Uniqlo Cream Cocktail Dress,Spring Cocktail Dress for men. Leather material with bohemian style. Perfect for wedding occasions.,55.11,USD,Dresses,Cocktail Dress,Uniqlo,Cream,M,Leather,bohemian,Spring,Men,Wedding,https://placeholder.com/products/dresses-151.jpg,Low Stock,3.6,85
SKU-00152,Uniqlo Olive Midi Dress,Fall Midi Dress for men. Linen material with chic style. Perfect for formal occasions.,44.52,USD,Dresses,Midi Dress,Uniqlo,Olive,S,Linen,chic,Fall,Men,Formal,https://placeholder.com/products/dresses-152.jpg,Out of Stock,3.3,63
SKU-00153,Uniqlo Black Jacket,Winter Jacket for unisex. Blend material with oversized style. Perfect for wedding occasions.,77.32,USD,Outerwear,Jacket,Uniqlo,Black,S,Blend,oversized,Winter,Unisex,Wedding,https://placeholder.com/products/outerwear-153.jpg,In Stock,3.8,54
SKU-00154,Nike Beige Sweater,Fall Sweater for unisex. Linen material with vintage style. Perfect for party occasions.,48.98,USD,Tops,Sweater,Nike,Beige,XL,Linen,vintage,Fall,Unisex,Party,https://placeholder.com/products/tops-154.jpg,Out of Stock,4.3,39
SKU-00155,Adidas Brown Cocktail Dress,Fall Cocktail Dress for women. Leather material with bohemian style. Perfect for travel occasions.,156.27,USD,Dresses,Cocktail Dress,Adidas,Brown,XL,Leather,bohemian,Fall,Women,Travel,https://placeholder.com/products/dresses-155.jpg,Low Stock,3.4,32
SKU-00156,Pull&Bear Yellow Coat,Spring Coat for unisex. Wool material with classic style. Perfect for travel occasions.,297.82,USD,Outerwear,Coat,Pull&Bear,Yellow,XL,Wool,classic,Spring,Unisex,Travel,https://placeholder.com/products/outerwear-156.jpg,Out of Stock,4,92
SKU-00157,Zara Blue Maxi Dress,Winter Maxi Dress for unisex. Linen material with chic style. Perfect for casual occasions.,76.27,USD,Dresses,Maxi Dress,Zara,Blue,M,Linen,chic,Winter,Unisex,Casual,https://placeholder.com/products/dresses-157.jpg,Low Stock,3.6,27
SKU-00158,Forever 21 Olive Boots,Summer Boots for men. Cotton material with statement style. Perfect for wedding occasions.,108.54,USD,Footwear,Boots,Forever 21,Olive,L,Cotton,statement,Summer,Men,Wedding,https://placeholder.com/products/footwear-158.jpg,Out of Stock,3.6,21
SKU-00159,Uniqlo Burgundy Sneakers,Fall Sneakers for men. Polyester material with casual style. Perfect for wedding occasions.,128.05,USD,Footwear,Sneakers,Uniqlo,Burgundy,XS,Polyester,casual,Fall,Men,Wedding,https://placeholder.com/products/footwear-159.jpg,Low Stock,4.4,98
SKU-00160,Gap Burgundy Shirt,Spring Shirt for men. Cotton material with minimalist style. Perfect for sports occasions.,44.3,USD,Tops,Shirt,Gap,Burgundy,XXL,Cotton,minimalist,Spring,Men,Sports,https://placeholder.com/products/tops-160.jpg,Low Stock,3.4,59
SKU-00161,Pull&Bear Olive Sweater,Spring Sweater for men. Cotton material with minimalist style. Perfect for wedding occasions.,37.01,USD,Tops,Sweater,Pull&Bear,Olive,XS,Cotton,minimalist,Spring,Men,Wedding,https://placeholder.com/products/tops-161.jpg,Low Stock,3.5,99
SKU-00162,Gap Pink Sweater,Summer Sweater for men. Polyester material with modern style. Perfect for party occasions.,45.31,USD,Tops,Sweater,Gap,Pink,S,Polyester,modern,Summer,Men,Party,https://placeholder.com/products/tops-162.jpg,Low Stock,4.4,22
SKU-00163,Uniqlo Olive Boots,Fall Boots for women. Linen material with casual style. Perfect for formal occasions.,58.94,USD,Footwear,Boots,Uniqlo,Olive,XXL,Linen,casual,Fall,Women,Formal,https://placeholder.com/products/footwear-163.jpg,Low Stock,3.4,82
SKU-00164,Uniqlo White Sandals,Summer Sandals for men. Wool material with casual style. Perfect for casual occasions.,114.54,USD,Footwear,Sandals,Uniqlo,White,XS,Wool,casual,Summer,Men,Casual,https://placeholder.com/products/footwear-164.jpg,Low Stock,4.1,96
SKU-00165,Gap Navy Sneakers,Summer Sneakers for unisex. Blend material with statement style. Perfect for casual occasions.,75.17,USD,Footwear,Sneakers,Gap,Navy,L,Blend,statement,Summer,Unisex,Casual,https://placeholder.com/products/footwear-165.jpg,Low Stock,3.3,95
SKU-00166,Gap Gray Hoodie,Summer Hoodie for unisex. Leather material with streetwear style. Perfect for sports occasions.,65.57,USD,Tops,Hoodie,Gap,Gray,L,Leather,streetwear,Summer,Unisex,Sports,https://placeholder.com/products/tops-166.jpg,Low Stock,3.3,49
SKU-00167,Levi's Blue Flats,Summer Flats for men. Wool material with casual style. Perfect for travel occasions.,52.94,USD,Footwear,Flats,Levi's,Blue,S,Wool,casual,Summer,Men,Travel,https://placeholder.com/products/footwear-167.jpg,Low Stock,3.6,95
SKU-00168,Adidas Black Flats,Fall Flats for men. Silk material with comfortable style. Perfect for wedding occasions.,64.34,USD,Footwear,Flats,Adidas,Black,M,Silk,comfortable,Fall,Men,Wedding,https://placeholder.com/products/footwear-168.jpg,In Stock,3.2,14
SKU-00169,Zara Navy Mini Dress,Spring Mini Dress for women. Silk material with romantic style. Perfect for travel occasions.,97.42,USD,Dresses,Mini Dress,Zara,Navy,M,Silk,romantic,Spring,Women,Travel,https://placeholder.com/products/dresses-169.jpg,In Stock,4.9,2
